date,company_code,is_copied,language,last_published,changes_24h,changes_7d,added_24h,removed_24h,added_7d,removed_7d,contributors_7d,contributors_all_time,changes_1y,added_1y,removed_1y,stars,copy,watchers,market_cap_rank,price_share_usd,market_cap_usd
3/5/2018,PXR,FALSE,HTML,40d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.986823,38576841992
3/5/2018,MST,FALSE,Unknown,41d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,27,3.51955,883357607
3/5/2018,MXL,FALSE,Unknown,825d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.379278,7004551063
3/5/2018,TST,TRUE,Shell,54d,0,0,0,0,0,0,0,0,0,0,0,3,1,3,29,8.2361,813432274
3/5/2018,XTR,FALSE,Java,2h,0,140,0,0,10587,20977,9,31,1124,182063,154840,1085,241,299,13,0.0478173,3143901044
3/5/2018,NVE,TRUE,Unknown,41d,0,0,0,0,0,0,0,1,2,1,0,0,0,1,17,4.61365,2191118233
3/5/2018,GXV,TRUE,Java,74d,0,0,0,0,0,0,0,20,0,711083,493014,1,0,2,28,0.0563971,827325329
3/5/2018,CZE,FALSE,Python,4d,0,4,0,0,1149,0,2,5,65,0,0,2,6,9,24,408.816,1394162209
3/6/2018,BBN,TRUE,C,14d,0,0,0,0,0,0,0,0,35,0,0,25,17,7,26,10.015,991625210
3/6/2018,CBT,FALSE,Python,31m,0,0,0,0,0,0,0,100,261,57785,18717,2114,1157,474,1,11298.5,1.91E+11
3/6/2018,HBC,FALSE,HTML,16h,1,1,3,3,3,3,1,1,8,0,0,0,1,2,4,1247.15,21204137836
3/6/2018,GBT,FALSE,Unknown,42d,0,0,0,0,0,0,0,1,7,0,0,1,3,1,21,109.049,1838897222
3/6/2018,NBC,FALSE,C++,5d,0,0,0,0,0,0,0,4,11,829591,244290,388,5089,129,28,0.00428464,787367718
3/6/2018,AAD,FALSE,JavaScript,41d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.293501,7609621130
3/6/2018,HDA,TRUE,C,100d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,597.515,4737698011
3/6/2018,DDG,FALSE,Ruby,137d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,25,508.344,1016688000
3/6/2018,HET,FALSE,Unknown,6d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,845.504,82868548887
3/6/2018,CET,FALSE,Go,51d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,15,27.0139,2709796780
3/6/2018,XIC,FALSE,Python,27d,0,0,0,0,0,0,0,2,22,0,0,2,19,3,23,3.50062,1351121557
3/6/2018,AMI,FALSE,Java,15d,0,0,0,0,0,0,0,0,94,23073,6450,78,51,18,11,1.88148,5229630637
3/6/2018,KLS,FALSE,JavaScript,235d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,20,18.0756,1853058633
3/6/2018,CLT,TRUE,Java,113d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,208.047,11546855349
3/6/2018,RXM,FALSE,C,8h,2,13,0,0,205962,966,1,0,168,1286027,383009,20,11,16,9,362.012,5717122833
3/6/2018,MXE,TRUE,Shell,160d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.345709,3111381000
3/6/2018,ONE,FALSE,CSS,1d,0,21,0,0,2406,520,6,80,339,0,0,132,204,37,7,113.773,7395245000
3/6/2018,GOM,TRUE,Erlang,20d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,22,16.8461,1719019031
3/6/2018,MQT,TRUE,C,42d,0,0,0,0,0,0,0,1,3,24853,9007,0,0,2,18,26.1109,1930326406
3/6/2018,PXR,FALSE,HTML,41d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.968721,37869199392
3/6/2018,MST,FALSE,Unknown,42d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,3.41238,856537364
3/6/2018,MXL,FALSE,Unknown,826d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.362085,6687115635
3/6/2018,TST,TRUE,Shell,55d,0,0,0,0,0,0,0,0,0,0,0,3,1,3,29,7.92884,783096348
3/6/2018,XTR,FALSE,Java,8m,32,132,1589,719,8589,19310,8,31,1129,0,0,1086,240,297,14,0.0459943,3024042089
3/6/2018,NVE,TRUE,Unknown,42d,0,0,0,0,0,0,0,1,2,1,0,0,0,1,17,4.56883,2170729632
3/6/2018,CZE,FALSE,Python,5d,0,3,0,0,766,0,2,5,65,0,0,2,6,9,24,386.47,1320802287
3/7/2018,BBN,TRUE,C,15d,0,0,0,0,0,0,0,0,35,0,0,25,17,7,26,9.53165,943766793
3/7/2018,CBT,FALSE,Python,21m,1,5,8,4,16,8,2,100,254,57793,18721,2120,1165,476,1,10796,1.83E+11
3/7/2018,HBC,FALSE,HTML,2d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,1202.23,20442553613
3/7/2018,GBT,FALSE,Unknown,43d,0,0,0,0,0,0,0,1,7,0,0,1,3,1,20,103.035,1737688993
3/7/2018,AAD,FALSE,JavaScript,42d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.280671,7276976815
3/7/2018,HDA,TRUE,C,101d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,574.44,4555872529
3/7/2018,DDG,FALSE,Ruby,138d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,25,479.923,959846000
3/7/2018,HET,FALSE,Unknown,7d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,813.809,79778729527
3/7/2018,CET,FALSE,Go,52d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,15,25.0241,2510751533
3/7/2018,XIC,FALSE,Python,28d,0,0,0,0,0,0,0,2,22,0,0,2,19,3,24,3.37057,1300926632
3/7/2018,AMI,FALSE,Java,16d,0,0,0,0,0,0,0,0,94,23073,6450,78,51,18,11,1.68347,4679255846
3/7/2018,KLS,FALSE,JavaScript,236d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,21,16.8953,1732641431
3/7/2018,CLT,TRUE,Java,114d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,196.141,10888984503
3/7/2018,RXM,FALSE,C,15h,1,12,245,144,1473,981,1,0,170,1286272,383153,20,11,16,9,350.715,5539978404
3/7/2018,MXE,TRUE,Shell,161d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.336098,3024882000
3/7/2018,ONE,FALSE,CSS,2d,0,17,0,0,1543,364,5,80,339,0,0,132,204,37,7,110.341,7172165000
3/7/2018,GOM,TRUE,Erlang,21d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,22,16.3255,1665895679
3/7/2018,TPP,FALSE,Unknown,43d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,28,19.8583,734837067
3/7/2018,MQT,TRUE,C,43d,0,0,0,0,0,0,0,1,3,24853,9007,0,0,2,18,24.9924,1847697729
3/7/2018,PXR,FALSE,HTML,42d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.921981,36042041336
3/7/2018,MST,FALSE,Unknown,43d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,3.27279,821714044
3/7/2018,MXL,FALSE,Unknown,827d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.333947,6167458420
3/7/2018,TST,TRUE,Shell,56d,0,0,0,0,0,0,0,0,0,0,0,3,1,3,29,7.40363,731233186
3/7/2018,XTR,FALSE,Java,1m,50,173,6591,3348,15696,16337,11,0,1215,0,0,1090,241,296,14,0.0439288,2888239198
3/7/2018,NVE,TRUE,Unknown,43d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,4.82981,2295155288
3/7/2018,CZE,FALSE,Python,6d,0,3,0,0,766,0,2,5,62,0,0,2,6,9,23,380.597,1303442440
3/8/2018,BBN,TRUE,C,16d,0,0,0,0,0,0,0,0,35,0,0,25,18,7,25,8.3298,824766817
3/8/2018,CBT,FALSE,Python,1h,0,5,0,0,16,8,2,100,259,57793,18721,2121,1171,479,1,9653.89,1.63E+11
3/8/2018,HBC,FALSE,HTML,3d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,1046.9,17803188813
3/8/2018,GBT,FALSE,Unknown,44d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,21,89.6082,1511413542
3/8/2018,AAD,FALSE,JavaScript,43d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,7,0.230234,5969293158
3/8/2018,DDG,FALSE,Ruby,139d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,390.514,781028000
3/8/2018,HET,FALSE,Unknown,8d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,741.199,72675929647
3/8/2018,CET,FALSE,Go,53d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,21.3368,2141275943
3/8/2018,XIC,FALSE,Python,29d,0,0,0,0,0,0,0,2,0,0,0,2,19,3,24,2.7882,1076151403
3/8/2018,AMI,FALSE,Java,17d,0,0,0,0,0,0,0,12,94,23073,6450,78,51,18,11,1.43899,3999716282
3/8/2018,KLS,FALSE,JavaScript,237d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,15.8143,1622329163
3/8/2018,CLT,TRUE,Java,115d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,179.646,9976084745
3/8/2018,RXM,FALSE,C,2h,6,18,8658,7454,10131,8435,1,0,171,1294930,390607,20,11,16,9,305.129,4821097405
3/8/2018,MXE,TRUE,Shell,162d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.287153,2584377000
3/8/2018,ONE,FALSE,CSS,3d,0,9,0,0,376,262,3,80,339,0,0,132,204,37,6,95.3929,6200538500
3/8/2018,GOM,TRUE,Erlang,22d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,22,14.0476,1433452950
3/8/2018,TPP,FALSE,Unknown,44d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,28,17.2351,637768104
3/8/2018,MQT,TRUE,C,44d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,21.0653,1557416528
3/8/2018,PXR,FALSE,HTML,43d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.853515,33365571428
3/8/2018,MST,FALSE,Unknown,44d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,2.80011,703444184
3/8/2018,MXL,FALSE,Unknown,828d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.311726,5757078426
3/8/2018,XTR,FALSE,Java,15h,30,186,5766,2662,19759,12304,11,32,1275,185419,156559,1091,241,294,14,0.0368901,2425457395
3/8/2018,NVE,TRUE,Unknown,44d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.98811,1905874203
3/8/2018,SWA,FALSE,Java,57d,0,0,0,0,0,0,0,2,12,0,0,0,0,3,29,6.26152,626152000
3/8/2018,CZE,FALSE,Python,379d,0,0,0,0,0,0,0,5,62,0,0,2,6,9,23,335.39,1151027037
3/9/2018,BBN,TRUE,C,3h,1,2,1,0,2,0,2,0,35,0,0,25,18,7,25,7.73586,765958442
3/9/2018,CBT,FALSE,Python,2h,0,5,0,0,16,8,2,100,259,57793,18721,2126,1172,479,1,9055.63,1.53E+11
3/9/2018,HBC,FALSE,HTML,4d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,1006.39,17116203085
3/9/2018,GBT,FALSE,Unknown,45d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,19,82.2869,1388122286
3/9/2018,NBC,FALSE,C++,17h,0,0,0,0,0,0,0,0,11,829591,244290,389,5115,129,29,0.00324361,596081415
3/9/2018,AAD,FALSE,JavaScript,44d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,8,0.207097,5369418527
3/9/2018,DDG,FALSE,Ruby,140d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,329.807,659614000
3/9/2018,HET,FALSE,Unknown,9d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,682.829,66966275096
3/9/2018,CET,FALSE,Go,54d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,16,22.0856,2216919223
3/9/2018,XIC,FALSE,Python,30d,0,0,0,0,0,0,0,2,0,0,0,2,19,3,24,2.45469,947860168
3/9/2018,AMI,FALSE,Java,18d,0,0,0,0,0,0,0,12,94,0,0,78,51,18,12,1.30599,3630038754
3/9/2018,KLS,FALSE,JavaScript,238d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,14.3569,1473316074
3/9/2018,CLT,TRUE,Java,116d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,168.352,9351226411
3/9/2018,RXM,FALSE,C,12h,3,21,820,768,10951,9203,1,0,175,1295750,391375,20,11,16,10,262.016,4140833836
3/9/2018,MXE,TRUE,Shell,163d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.360834,3247506000
3/9/2018,ONE,FALSE,CSS,4d,0,3,0,0,251,197,2,80,339,0,0,132,205,37,6,87.8114,5707741000
3/9/2018,GOM,TRUE,Erlang,23d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,21,12.6173,1287501488
3/9/2018,MQT,TRUE,C,45d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,20,18.4555,1364510345
3/9/2018,PXR,FALSE,HTML,44d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.787241,30774791089
3/9/2018,MST,FALSE,Unknown,45d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,2.41435,607472984
3/9/2018,MXL,FALSE,Unknown,829d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.294665,5450830927
3/9/2018,XTR,FALSE,Java,1h,66,282,8397,4840,31808,18696,12,33,1382,187704,157990,1094,245,291,14,0.0345888,2274151080
3/9/2018,NVE,TRUE,Unknown,45d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.37029,1616985466
3/9/2018,SWA,FALSE,Java,58d,0,0,0,0,0,0,0,2,12,0,0,0,0,3,28,5.979,597900000
3/9/2018,CZE,FALSE,Python,380d,0,0,0,0,0,0,0,5,62,0,0,2,6,9,23,300.068,1031939478
3/10/2018,BBN,TRUE,C,1d,0,2,0,0,2,0,2,0,36,0,0,25,18,7,25,8.17443,809383012
3/10/2018,CBT,FALSE,Python,2h,0,5,0,0,16,8,2,100,259,57793,18721,2129,1177,480,1,9292.04,1.57E+11
3/10/2018,HBC,FALSE,HTML,5d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,1051.67,17888091656
3/10/2018,GBT,FALSE,Unknown,46d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,85.9138,1449456968
3/10/2018,NBC,FALSE,C++,14h,0,0,0,0,0,0,0,4,11,829591,244290,390,5118,129,29,0.00328349,603416917
3/10/2018,AAD,FALSE,JavaScript,46d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,8,0.218811,5673128231
3/10/2018,HDA,TRUE,C,104d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,515.837,4094125073
3/10/2018,DDG,FALSE,Ruby,141d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,361.249,722498000
3/10/2018,SEO,TRUE,C++,2d,0,4,0,0,44,14,3,7,40,0,0,24,18,26,10,6.2908,4520171470
3/10/2018,HET,FALSE,Unknown,10d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,733.186,71920119144
3/10/2018,CET,FALSE,Go,55d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,15,22.5604,2265072846
3/10/2018,XIC,FALSE,Python,31d,0,0,0,0,0,0,0,2,0,0,0,2,19,3,24,2.73506,1056122944
3/10/2018,AMI,FALSE,Java,19d,0,0,0,0,0,0,0,0,94,0,0,78,51,18,12,1.41961,3945848985
3/10/2018,KLS,FALSE,JavaScript,239d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,15.5815,1599523836
3/10/2018,CLT,TRUE,Java,117d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,187.416,10412672297
3/10/2018,RXM,FALSE,C,2d,0,20,0,0,10880,9195,1,0,180,1295750,391375,20,11,16,9,289.658,4578749025
3/10/2018,MXE,TRUE,Shell,164d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.348683,3138147000
3/10/2018,ONE,FALSE,CSS,48m,2,3,237,17,372,98,1,80,341,117199,32921,133,206,37,6,91.5204,5948826000
3/10/2018,GOM,TRUE,Erlang,24d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,14.7011,1500137758
3/10/2018,TPP,FALSE,Unknown,46d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,28,16.4519,608786550
3/10/2018,MQT,TRUE,C,46d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,19.6391,1452066742
3/10/2018,PXR,FALSE,HTML,45d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.84595,33069840775
3/10/2018,MST,FALSE,Unknown,46d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,27,2.55775,644561118
3/10/2018,MXL,FALSE,Unknown,831d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.31318,5793334559
3/10/2018,XTR,FALSE,Java,2m,42,309,3150,830,36081,19963,11,0,1429,0,0,1095,245,290,14,0.0369316,2428185945
3/10/2018,NVE,TRUE,Unknown,46d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.76128,1809195359
3/10/2018,CZE,FALSE,Python,381d,0,0,0,0,0,0,0,5,60,0,0,2,6,9,23,310.049,1068446294
3/11/2018,BBN,TRUE,C,48m,3,5,147,126,149,126,2,3,37,0,0,25,18,7,25,7.49187,741800016
3/11/2018,CBT,FALSE,Python,9h,2,7,6,6,22,14,3,100,259,57796,18724,2132,1178,480,1,8714.07,1.47E+11
3/11/2018,HBC,FALSE,HTML,6d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,987.174,16792989669
3/11/2018,GBT,FALSE,Unknown,47d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,20,80.3257,1355363537
3/11/2018,NBC,FALSE,C++,14h,0,0,0,0,0,0,0,4,11,829591,244290,391,5130,129,28,0.0031121,571925259
3/11/2018,AAD,FALSE,JavaScript,47d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,8,0.202424,5248261327
3/11/2018,HDA,TRUE,C,105d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,472.259,3749184447
3/11/2018,DDG,FALSE,Ruby,142d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,339.255,678510000
3/11/2018,SEO,TRUE,C++,3d,0,4,0,0,44,14,3,7,40,0,0,24,18,26,9,5.78594,4166387704
3/11/2018,HET,FALSE,Unknown,11d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,679.595,66677072548
3/11/2018,CET,FALSE,Go,56d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,20.1778,2026310891
3/11/2018,XIC,FALSE,Python,32d,0,0,0,0,0,0,0,2,0,0,0,2,19,3,24,2.44866,945531728
3/11/2018,AMI,FALSE,Java,21d,0,0,0,0,0,0,0,12,94,0,0,78,51,18,12,1.29507,3599686284
3/11/2018,KLS,FALSE,JavaScript,240d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,19,13.7272,1409643888
3/11/2018,CLT,TRUE,Java,118d,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,176.838,9827593729
3/11/2018,RXM,FALSE,C,18h,2,21,2092,1269,12940,10451,1,0,180,1297842,392644,20,11,16,10,253.895,4014283323
3/11/2018,MXE,TRUE,Shell,165d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.342192,3079728000
3/11/2018,ONE,FALSE,CSS,1d,0,3,0,0,372,98,1,80,341,117199,32921,133,205,37,6,83.8567,5450685500
3/11/2018,GOM,TRUE,Erlang,25d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,21,13.2606,1353145462
3/11/2018,TPP,FALSE,Unknown,47d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,29,14.9721,554027991
3/11/2018,MQT,TRUE,C,47d,0,0,0,0,0,0,0,1,3,24853,9007,0,0,2,22,17.9261,1325454615
3/11/2018,PXR,FALSE,HTML,47d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.793538,31020953141
3/11/2018,MST,FALSE,Unknown,47d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,2.30077,580648520
3/11/2018,MXL,FALSE,Unknown,832d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.285416,5279744795
3/11/2018,XTR,FALSE,Java,11h,70,386,7554,3253,44024,23809,10,33,1524,191072,159666,1096,245,287,14,0.0341795,2247240345
3/11/2018,NVE,TRUE,Unknown,47d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.43736,1659039133
3/11/2018,CZE,FALSE,Python,382d,0,0,0,0,0,0,0,5,60,0,0,2,6,9,23,282.139,974330006
3/12/2018,BBN,TRUE,C,1d,0,5,0,0,149,126,2,0,38,0,0,25,19,7,25,8.17067,809010719
3/12/2018,CBT,FALSE,Python,4h,0,7,0,0,22,14,3,100,261,57796,18724,2135,1177,481,1,9462.9,1.60E+11
3/12/2018,HBC,FALSE,HTML,7d,0,1,0,0,3,3,1,1,9,0,0,0,1,2,4,1105.2,18802726155
3/12/2018,GBT,FALSE,Unknown,48d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,21,83.236,1404635475
3/12/2018,NBC,FALSE,C++,2d,0,0,0,0,0,0,0,4,11,829591,244290,391,5143,130,28,0.00334284,614336023
3/12/2018,AAD,FALSE,JavaScript,48d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,7,0.221074,5731801192
3/12/2018,HDA,TRUE,C,106d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,522.944,4152594421
3/12/2018,DDG,FALSE,Ruby,143d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,352.131,704262000
3/12/2018,SEO,TRUE,C++,4d,0,4,0,0,44,14,3,7,40,0,0,24,18,26,10,6.02085,4346881953
3/12/2018,HET,FALSE,Unknown,12d,0,0,0,0,0,0,0,14,0,64786,63973,43,29,25,2,716.361,70298982106
3/12/2018,CET,FALSE,Go,57d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,21.0504,2114410291
3/12/2018,XIC,FALSE,Python,33d,0,0,0,0,0,0,0,2,22,0,0,2,19,3,23,2.68828,1038059198
3/12/2018,AMI,FALSE,Java,22d,0,0,0,0,0,0,0,0,94,0,0,78,51,18,12,1.35426,3764206681
3/12/2018,KLS,FALSE,JavaScript,241d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,14.81,1521348155
3/12/2018,CLT,TRUE,Java,119d,0,0,0,0,0,0,0,40,0,0,0,4,2,14,5,185.12,10290601941
3/12/2018,RXM,FALSE,C,6h,5,19,4104,2143,15919,11778,1,0,182,1301946,394787,20,11,16,9,275.158,4351452452
3/12/2018,MXE,TRUE,Shell,166d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.346123,3115107000
3/12/2018,ONE,FALSE,CSS,14h,0,2,0,0,237,17,1,80,341,0,0,134,206,38,6,90.2788,5868122000
3/12/2018,GOM,TRUE,Erlang,26d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,14.2496,1454065546
3/12/2018,TPP,FALSE,Unknown,48d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,29,16.2305,600593859
3/12/2018,MQT,TRUE,C,48d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,22,18.8871,1396556219
3/12/2018,PXR,FALSE,HTML,48d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.814534,31841727864
3/12/2018,MXL,FALSE,Unknown,833d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.298801,5527346673
3/12/2018,XTR,FALSE,Java,1h,2,387,132,2,44135,23754,10,33,1524,191138,159667,1096,246,287,14,0.0375256,2467240372
3/12/2018,NVE,TRUE,Unknown,48d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.80423,1844848444
3/12/2018,CZE,FALSE,Python,383d,0,0,0,0,0,0,0,5,60,0,0,2,6,9,24,298.684,1033579181
3/13/2018,BBN,TRUE,C,2d,0,5,0,0,149,126,2,0,41,0,0,25,19,7,25,7.98235,790364403
3/13/2018,CBT,FALSE,Python,1h,0,3,0,0,14,10,2,100,261,57796,18724,2142,1180,481,1,9097.54,1.54E+11
3/13/2018,HBC,FALSE,HTML,34d,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,1046.01,17797611723
3/13/2018,GBT,FALSE,Unknown,49d,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,78.7071,1328364212
3/13/2018,NBC,FALSE,C++,4m,0,0,0,0,0,0,0,0,11,829591,244290,393,5152,130,29,0.00320001,588093194
3/13/2018,AAD,FALSE,JavaScript,49d,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.221812,5750935370
3/13/2018,HDA,TRUE,C,107d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,490.792,3898227131
3/13/2018,DDG,FALSE,Ruby,144d,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,335.97,671940000
3/13/2018,SEO,TRUE,C++,5d,0,2,0,0,10,10,2,7,40,0,0,24,18,26,9,5.81079,4210279888
3/13/2018,HET,FALSE,Unknown,13d,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,696.718,68385612087
3/13/2018,CET,FALSE,Go,58d,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,20.289,2038383119
3/13/2018,XIC,FALSE,Python,34d,0,0,0,0,0,0,0,2,22,0,0,2,19,3,24,2.62168,1012342106
3/13/2018,AMI,FALSE,Java,13h,0,0,0,0,0,0,0,12,94,0,0,79,51,19,13,1.31197,3646660345
3/13/2018,KLS,FALSE,JavaScript,242d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,13.9749,1436045658
3/13/2018,CLT,TRUE,Java,120d,0,0,0,0,0,0,0,40,0,0,0,4,2,14,5,175.945,9783119296
3/13/2018,RXM,FALSE,C,1d,0,17,0,0,15919,11778,0,10,187,1301946,394787,20,11,16,10,255.363,4039345962
3/13/2018,MXE,TRUE,Shell,167d,0,0,0,0,0,0,0,100,0,0,0,1,0,12,12,0.417775,3759975000
3/13/2018,ONE,FALSE,CSS,2d,0,2,0,0,237,17,1,80,341,0,0,134,206,38,7,85.3014,5544591000
3/13/2018,GOM,TRUE,Erlang,27d,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,13.4809,1375625436
3/13/2018,TPP,FALSE,Unknown,49d,0,0,0,0,0,0,0,1,3,0,0,0,0,11,27,18.0139,666586840
3/13/2018,MQT,TRUE,C,49d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,18.2679,1350815116
3/13/2018,PXR,FALSE,HTML,49d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.787138,30770764618
3/13/2018,MST,FALSE,Unknown,49d,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,2.489,628811006
3/13/2018,MXL,FALSE,Unknown,834d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.289876,5362320764
3/13/2018,XTR,FALSE,Java,7h,33,402,1286,392,44773,20283,10,33,1580,191609,159835,1100,245,283,14,0.0355306,2336072728
3/13/2018,NVE,TRUE,Unknown,49d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,4.0042,1955550373
3/13/2018,CZE,FALSE,Python,384d,0,0,0,0,0,0,0,5,60,0,0,2,6,9,23,291.98,1012475323
3/14/2018,BBN,TRUE,C,3d,0,5,0,0,149,126,2,3,41,0,0,25,19,7,24,10.5155,1041181717
3/14/2018,CBT,FALSE,Python,7h,0,2,0,0,6,6,2,100,261,57796,18724,2148,1186,482,1,9297.91,1.57E+11
